,영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
150,겁쟁이는 무릎을 꿇는다,,831000,831000,131,131,1,3,캐나다,,,드라마,가이 매딘,"다시 페어,에이미 스튜어트,타라 버트휘슬"
151,공군 대전략,,63000,63000,21,21,1,1,영국,,,전쟁,가이 해밀튼,"해리 앤드류즈,마이클 케인,트레버 하워드"
152,나바론 2,,162000,598000,81,242,1,4,미국,,,,가이 해밀튼,
153,전선의 우정,,762000,762000,381,381,1,24,미국,,,,가이 해밀튼,
154,007 골드핑거,,168000,1687000,56,729,1,2,영국,,,액션,가이 해밀튼,"숀 코네리,호노 블래크먼,게르트 프뢰베"
155,콜디츠 스토리,,1894000,1894000,947,947,1,15,영국,,,영국,가이 해밀튼,"존 밀스,에릭 포트먼,크리스토퍼 로즈"
156,악마의 제자들,,1878000,1878000,626,626,1,12,미국,,,,"가이 해밀튼,알렉산더 맥켄드릭",
157,2047 버추얼 레볼루션,2019-09-26,18000,18000,18,18,4,18,미국,(주) 케이알씨지,[국내] 15세 관람가,SF,가이-로저 듀버트,"마이크 도퍼드,제인 배들러,요헨 해겔"
158,평화의 궁전 - ICJ와 PCA에 대해서,,4914,4914,30,30,1,2,네덜란드,,,애니메이션,가체 존네벨트,
159,마지막 사무라이,2016-12-28,6000,6000,2,2,1,1,일본,퍼즐컷,청소년관람불가,액션,가타오카 슈이즈,하쿠류
160,귀파주는 밀실가게,2018-04-05,6000,6000,1,1,1,1,일본,(주)도키엔터테인먼트,[국내] 청소년 관람불가,에로,가토 마사키,
161,맞선보다 몸맞은 커플,2019-07-05,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,가토 마사키,
162,민감한 새엄마의 육체,2019-08-05,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,가토 마사키,
163,유카타를 벗은 유부녀를 마사지,2019-07-05,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,멜로/로맨스,가토 마사키,
164,일본 료칸형 호텔의 마사지사,2019-07-05,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,가토 마사키,
165,지점장님과 단둘이 회식,2019-07-06,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,에로,가토 마사키,
166,이 여자는 나의 노예,2020-07-03,100000,100000,20,20,1,1,일본,,[국내] 청소년 관람불가,에로,가토 마사키,
167,즐기는 성희 마사지,2018-09-06,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,일본,가토 유야,
168,나의 양말,,65780,65780,92,92,1,2,일본,,,애니메이션,가토 이쿠오,
169,노골적인 형수님,2017-12-01,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,멜로/로맨스,가토 이타야,
170,일정식집 거유모녀,2018-07-12,6000,6000,1,1,1,1,일본,,[국내] 청소년 관람불가,일본,가토 코우지,
171,양말요정 휴고의 대모험,2018-09-06,171113700,171113700,25578,25578,354,1833,체코,와이드 릴리즈(주),전체관람가,어드벤처,갈리나 미클리노바,"조연우,박상우,이민형,송영인,방지원"
172,첫사랑,1998-02-21,1459000,1459000,160,160,2,9,홍콩,(주)엔케이컨텐츠,15세 미만인 자는 관람할 수 없는 등급,드라마,갈민휘,"금성무,막문위,이유유"
173,리틀 폭스,2016-06-23,586000,119699500,107,16314,1,8,중국,예지림엔터테인먼트,전체관람가,애니메이션,갈수영,"이지현,김연우,박상훈,윤세웅,이현,서원석"
174,인투 더 나잇,2018-03-29,5642300,6272300,731,836,14,27,한국,(주)시네마달,12세이상관람가,다큐멘터리,갈재민,"차승우,박현준,김세영,최욱노,조훈,하선형,김경찬,김인수,박정우,이건희,정은영,조훈"
175,헤어지기 전 우리가 해야 할 10가지,,1000,1000,1,1,1,1,미국,(주)스토리제이,12세이상관람가,멜로/로맨스,갈트 니더호퍼,"크리스티나 리치,해미쉬 링클레이터,카티아 윈터,존 아브라함스"
176,우리가족같이,2018-10-29,976000,976000,177,177,19,19,한국,,[국내] 청소년 관람불가,한국,감수성,"진주,안민상,도모세"
177,다방엄마,2019-03-28,1425000,1425000,194,194,20,22,한국,(주)투모션,[국내] 청소년 관람불가,멜로/로맨스,감수성,
178,수상한 노래방,2018-08-09,1026000,1026000,187,187,20,20,한국,,[국내] 청소년 관람불가,멜로/로맨스,"감수성,강수성","강소은,이수,지성"
179,아빠친구2-무삭제판,2019-01-04,5000,5000,1,1,1,1,한국,,,,감자,
180,아빠친구2,2018-11-15,644000,644000,110,110,20,20,한국,,[국내] 청소년 관람불가,멜로/로맨스,감자,상우
181,강성옥,,21250,21250,17,17,1,1,한국,,,,강경태,
182,매혈,,21250,21250,17,17,1,1,한국,,,한국,강경태,"김병국,이현웅,최고은"
183,무덤가,,21250,21250,17,17,1,1,한국,,,한국,강경태,
184,아무것도,,21250,21250,17,17,1,1,한국,,,,강경태,
185,누가 만들었을까?,,22250,22250,18,18,1,2,한국,,,다큐멘터리,강경태,
186,유혹 2,2016-08-03,300000,300000,60,60,1,1,홍콩,(주)키다리이엔티,청소년관람불가,멜로/로맨스,강국민,하호문
187,"카페, 한 사람을 기다리다",2017-05-11,7000,58543000,1,7288,1,1,대만,"(주)드림팩트엔터테인먼트,(주)일레븐엔터테인먼트",15세이상관람가,멜로/로맨스,강금림,송운화
188,교각의 저편,,21100,21100,88,88,1,1,중국,,,,"강녕,포호군,왕 줘시",
189,헝거,,385000,385000,55,55,1,3,한국,,,한국,강다연,김유나
190,담보,2020-09-29,1863965662,1863965662,1719521,1719521,1342,110260,한국,(주)씨제이이엔엠,12세이상관람가,드라마,강대규,"성동일,하지원,김희원,박소이,나문희,김윤진,김재화,홍승희,유태오,유성주,정인기,진유영,이재용,박현숙,유순웅,차청화,장명갑,김민주,김해용,김병철,윤종구,이상화,이도엽,이필라,한복희,박시완,박경환,임세현,노은하,신나리,서성광,문성환,이상협,박은영,김서현,윤태웅,이샘,강재은,강민지,신동훈,김양성,송율희,권현희,이태형,이은주,문성복,이문빈,신민경,김봉성,김다연,천현우,김인이,문원주,김봉수,최미라,김규도,오세현,정원,유현수,정태인,박현수,곡여병,유성현,현정애,장호문,한승윤,차건,김수현,배서희,양세연,박예서,박지민,오정원,박소현,오나예,김예원,박지성,정세한,하지원,정주용,김가령,최수아,양예슬,권채민,서수빈,이정봉,송혜령,김민지,지선,정민경,천윤진,배근하,오연지,박재홍,이상협,이동진"
191,하모니,2010-01-28,115000,167028520,23,3018154,1,9,한국,CJ ENM,12세이상관람가,드라마,강대규,"김윤진,김호연,나문희,강예원,이다희,장영남,박준면,정수영,손미희,정혜원,홍민기,김원영,신정원,김해용,박지연,서동현,박란,유정민,이효준,임채연,윤익준,윤정빈,박선희,오은미,정재민,염은하,최은찬,전수지,김양성,김현수,김재화,지성원,이승연,이선주,박혜진,차청화"
192,착한 이모의 은밀한 아르바이트,2018-09-27,799000,799000,159,159,20,20,한국,(주)로드하우스,청소년관람불가,멜로/로맨스,"강대만,유승택",이채담
193,사랑의 원자탄,1977-11-09,3288000,3288000,1627,1627,1,46,한국,,[국내] 12세 관람가,한국,강대진,"이신재,이경희"
194,박서방,1960-10-05,3086000,15181000,1543,7430,1,40,한국,,,가족,강대진,"김승호,조미령,김진규"
195,마부,,1224000,20227000,627,10686,1,48,한국,,[국내] 12세 관람가,드라마,강대진,"김승호,신영균,황정순"
196,내일의 팔도강산,1971-01-12,2211000,2211000,1106,1106,1,26,한국,,[국내] 12세 관람가,드라마,강대철,"김희갑,황정순"
197,쌍자신투,2014-10-16,2859000,2859000,1407,1407,2,14,홍콩,(주)소나무픽쳐스,15세이상관람가,액션,강도해,"채탁연,종흔동,홍금보"
198,한낮의 피크닉,2019-07-04,20729310,22448810,2799,3052,21,497,한국,서울독립영화제,12세이상관람가,드라마,"강동완,김한라,임오정","권해효,김금순,곽민규,윤혜리,류경수,김욱,서벽준,이우정,공민정,어성욱,강동완,곽민규,권해효,김계선,박지원,김민규,김보라,김선경,김형대,장준휘,윤주혜,공민정,이규현,이현빈,문규민,김욱,유혜정,이은정,박니노,서민주"
199,기도하는 남자,2020-02-20,13664420,13664420,1661,1661,34,268,한국,(주)랠리버튼,15세이상관람가,드라마,강동헌,"박혁권,류현경,백종승,오동민,남기애,권소현,김준원,김준원,오동민,조승희,배윤범,김태연,유채연,양대국,고경인,김민식,강윤정,김광덕,김광덕,황세온,지화섭,오봄길,이가경,장해금,서민성,육진아,이현석,정교,김동준,강기목,김대홍,서병철,조혜령,곽호정,한연희,김진,홍성태,여미정,하헌범,조영식,김한상,옹민지,박경은,김일수,김동희,정지우,이언희,김혜숙,이정아,정준구,정연,김민지,김현수,김정숙,윤수정,정재근,남주현,이나림,강원숙,임정향,유승영,김지연,권선국,박하늘,강윤호"
200,힙스터: 안개의 덫,2015-10-21,5000,5000,1,1,1,1,한국,고구마콘텐츠허브(주),청소년관람불가,멜로/로맨스,강명진,"유사라,김동윤,정종우,류아진,박민규,강인화"
201,공사중,2015-04-08,9000,9000,1,1,1,1,한국,고구마콘텐츠허브(주),청소년관람불가,멜로/로맨스,강명진,"성은,김호창,라리사,최한빛,문예신,이장섭,서창환"
202,아내의 동영상,2017-04-27,955000,955000,189,189,20,24,한국,제이프러스미디어,청소년관람불가,멜로/로맨스,강명진,박주빈
203,색끈한 퓨전사극 심청야사,2015-12-17,3542000,3542000,551,551,20,85,한국,고구마콘텐츠허브(주),청소년관람불가,사극,강명진,"박성현,이상무"
204,일보지요: 상하이 살인사건,,895000,895000,97,97,1,2,중국,,,,강문,
205,양자탄비,2012-03-22,10231000,10231000,1454,1454,29,333,중국,(주)엠레콘,15세이상관람가,액션,강문,"주윤발,강문,갈우"
206,푸른 강은 흘러라,2009-10-08,45000,2124000,9,394,1,2,한국,,12세 관람가 ,드라마,강미자,"한예리,남철,임선애"
207,묘아,,4336,4336,8,8,1,2,한국,,,애니메이션,강민지,
208,수비니어 애니메이션,,36693,36693,39,39,1,4,한국,,,,강민지,
209,천에 오십 반지하,,437000,627000,83,121,1,3,한국,,,다큐멘터리,강민지,
210,내츄럴 어반 네이쳐,,2500,40450,4,155,1,1,한국,,,,강민지,
211,호주 한국영화제2011 공식 트레일러,,39054,39054,172,172,1,4,한국,,,애니메이션,강민지,
212,고양이의 숲,,540000,540000,90,90,1,1,한국,시네마 달래,전체관람가,다큐멘터리,강민현,진현
213,엄딸,2016-05-26,5000,5000,1,1,1,1,한국,주식회사 이엔터,청소년관람불가,멜로/로맨스,강백호,"윤정,이윤정"
214,맛있는누나들-무삭제,2019-02-01,5000,5000,1,1,1,1,한국,스마일컨텐츠,청소년관람불가,멜로/로맨스,강백호,설영
215,라면 먹고 갈래?,2016-03-17,8000,8000,1,1,1,1,한국,주식회사 이엔터,청소년관람불가,멜로/로맨스,강백호,"도모세,혜정"
216,맛있는 누나들,2018-12-19,644000,644000,110,110,20,20,한국,스마일컨텐츠,청소년관람불가,멜로/로맨스,강백호,설영
217,야설 쓰는 여자,2016-08-24,917000,917000,169,169,21,21,한국,노바엔터테인먼트,청소년관람불가,드라마,강백호,하경
218,나만의 승진 테크닉,2016-07-07,1089000,1089000,213,213,20,20,한국,,[국내] 청소년 관람불가,멜로/로맨스,강백호,서우
219,김군,2019-05-23,123197590,124505490,16661,16854,73,1452,한국,영화사 풀,12세이상관람가,다큐멘터리,강상우,"김군,주옥,양동남,지만원,이창성,차종수,오기철,이강갑,최영철,최진수,안지환,서정열,안종철,이종명,곽희성,김양래,강보원,주대체,고광덕,구성주,김경림,김공휴,김규재,김영택,김태찬,김용균,김정기,김준봉,김준선,김진순,김춘군,나일성,마이남,문관,지대지,문병림,지유진,문장우,송희성,윤영규,박봉진,이재춘,이근례,박선재,정호용,이흥철,최진동,최창기,양홍범,염경태,송경상,서한성,오인수,오종렬,홍순진,홍흥준,박인수,허상희,이은정"
220,"소년, 달리다",,2859700,2859700,356,356,1,9,한국,,,다큐멘터리,강석필,"박민수,박상호"
221,춤추는 숲,2013-05-23,805500,58626500,231,8695,1,3,한국,스튜디오느림보,전체관람가,다큐멘터리,강석필,"강석필,강이헌,이창환"
222,바보야,2011-04-21,20000,93703000,4,17916,1,1,한국,주식회사 마운틴픽쳐스,전체관람가,다큐멘터리,강성옥,안성기
223,울지마 톤즈 2 : 슈크란 바바,2020-01-09,154331440,154331440,20863,20863,232,2409,한국,(주)영화특별시에스엠씨,전체관람가,다큐멘터리,강성옥,이금희
224,"村, 금가이",,349000,349000,72,72,1,8,한국,,,다큐멘터리,강세진,
225,"ㅅㄹ, ㅅㅇ, ㅅㄹ",,619500,619500,88,88,1,7,한국,,[국내] 12세 관람가,다큐멘터리,강예은,
226,롱타임노씨,,1269000,1269000,134,134,1,2,한국,매치박스 유한책임회사 ,[국내] 청소년 관람불가,드라마,강우,"탁우석,연승호,김명환"
227,마누라 죽이기,1994-12-17,5000,5000,1,1,1,1,한국,,[국내] 청소년 관람불가,코미디,강우석,"박중훈,최진실,엄정화"
228,투캅스 2,1996-04-27,5000,5000,1,1,1,1,한국,시네마서비스,[국내] 청소년 관람불가,코미디,강우석,"박중훈,김보성,지수원"
229,행복은 성적순이 아니잖아요,1989-07-29,30000,30000,6,6,1,1,한국,,[국내] 전체 관람가,드라마,강우석,"이미연,김보성,최수훈"
230,투캅스,1993-12-18,205000,220000,38,41,1,6,한국,강우석프로덕션,[국내] 15세 관람가,코미디,강우석,"안성기,박중훈,지수원"
231,공공의 적,2002-01-24,622500,1768000,69,207,1,2,한국,(주)시네마서비스,18세관람가,범죄,강우석,"설경구,이성재,강신일,안내상,이문식,성지루,유해진,허명행,조규성,조영민,조용수,김병인,금종택,서범식,명영호,김다은,김경은,서지오,전재홍,정기성,양재성,이충희,안석환,기주봉,윤문식,김강일,이도겸,권병길,이칸희,권태원,김경룡"
232,"고산자, 대동여지도",2016-09-07,-788927334,-788927334,974262,974262,765,38048,한국,(주)씨제이이엔엠,전체관람가,사극,강우석,"김율호,차승원,유준상,김인권,남지현,신동미,남경읍,태인호,공형진,김종수,이형길,임경욱,박선용,상훈,박정호,박진영,백동현,송민석,송원종,양해길,양희정,전수정,전호근,정명수,정봉연,정진근,노경섭,윤성민,윤준호,이덕형,이문형,이성원,이수민,이윤상,지동주,지현준,최은식,최한기,한명철,홍광표,홍대영,노남석,정준용,김기정,오희준,손성찬,정종열,곽수정,김시우,차청화,임용순,박기륭,박소영,추연규,여민구,이승철"
233,실미도,2003-12-24,10000,-1960971388,2,1719167,1,1,한국,(주)시네마서비스,15세관람가,전쟁,강우석,"설경구,안성기,허준호,정재영,임원희,강성진,강신일,이도겸,엄태웅,김강우,이효정,석재승,김문희,신성호,최진,심정운,박진수,주경탁,백성기,김봉식,최명규,전병윤,유상섭,이성원,임경호,김진휘,윤효석,이경근,조민준,류제승"
234,전설의 주먹,2013-04-10,-107587388,-107587388,1744585,1744585,724,57593,한국,(주)씨제이이엔엠,청소년관람불가,드라마,강우석,"황정민,유준상,이요원,윤제문,정웅인,성지루,지우,장영주,장임태,장준석,장한별,전상민,전재형,정동혁,정윤성,주창욱,채성원,천준호,최봉록,최춘범,최충열,허명행,박용균,박재영,이수민,김태형,박정민,박진우,서범식,강신일,강성진,김종수,변준우,전준영,이정혁,권은수,어성욱,곽진석"
235,글러브,2011-01-20,10000,871212112,2,1887733,1,1,한국,CJ ENM,전체관람가,드라마,강우석,"강신일,김미경,김혜성,유선,정재영,조진웅,장기범,이현우,김경호,조찬형,안창현,한만진,서혜진,김선우,최성필,정진규,김정우,최은성,이창수,이해영,전국환,리우진,오희준,김동영,권은수,김경룡"
236,공공의 적 2,2005-01-27,15000,-1383694480,3,3134424,1,1,한국,(주)시네마서비스,15세관람가,드라마,강우석,"설경구,정준호,유해진,강경덕,박웅,강신일,홍지연,전미애,박태수,남성훈,한재준,서영민,박상욱,최수경,이채은,이미도,변희봉,최정우,김강일,남문철,권태원,원근희"
237,이끼,2010-07-14,27500,-332459776,6,3350311,1,1,한국,CJ ENM,청소년관람불가,드라마,강우석,"정재영,박해일,유준상,유선,허준호,유해진,김상호,김준배,강신일,이철민,박정재,유준상,최근현,윤아름,오순태,김철현,장준녕"
